SKU,DataCadastroSistema,Categoria,DescricaoProduto,MarcaAparelho,Origem,PrecoVenda
20793,2016-12-07,Manutenção Sim Tray,Simtray iPhone 6s - Rose,Apple,Estrangeira - Importação direta,50
20833,2016-12-21,Manutenção Conector,Conector de Carga iPhone SE - Preto,Apple,Estrangeira - Importação direta,0
20834,2016-12-21,Manutenção Conector,Conector de Carga iPhone SE - Branco,Apple,Estrangeira - Importação direta,0
20836,2016-12-22,Manutenção Bateria,Bateria de iPad Mini 1/2,Apple,Nacional,0
20875,2017-01-06,Manutenção Câmera,Flex câmera traseira - iPad Air/Mini/Mini 2/Mini 3,Apple,Estrangeira - Importação direta,200
20877,2017-01-06,Manutenção Câmera,Flex câmera frontal - iPad Air,Apple,Estrangeira - Importação direta,200
20883,2017-01-07,Manutenção Sim Tray,Simtray iPhone 6s Plus - Dourado,Apple,Estrangeira - Importação direta,50
20884,2017-01-07,Manutenção Sim Tray,Simtray iPhone 6s Plus - Prata,Apple,Estrangeira - Importação direta,50
20885,2017-01-07,Manutenção Sim Tray,Simtray iPhone 6s Plus - Cinza Espacia,Apple,Estrangeira - Importação direta,50
20886,2017-01-07,Manutenção Sim Tray,Simtray iPhone 6s Plus - Rose,Apple,Estrangeira - Importação direta,50
20907,2017-01-24,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad Air 2 - Preto,Apple,Estrangeira - Importação direta,0
20908,2017-01-26,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 7 - Preto,Apple,Estrangeira - Importação direta,0
20909,2017-01-26,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 7 - Branco,Apple,Estrangeira - Importação direta,0
20910,2017-01-26,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 7 Plus - Preto,Apple,Estrangeira - Importação direta,0
20911,2017-01-26,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 7 Plus - Branco,Apple,Nacional,0
20912,2017-02-08,Manutenção,Taxa de Serviço Não Aprovado,Android,Nacional,0
20973,2017-02-17,Manutenção,Serviço de Manutenção - iPhone 7,Apple,Nacional,0
20974,2017-02-17,Manutenção,Serviço de Manutenção - iPhone 7 Plus,Apple,Nacional,0
20975,2017-02-20,Manutenção LCD/ Touch,Tela de Devolução iPhone SE,Apple,Nacional,0
20976,2017-02-20,Manutenção LCD/ Touch,Tela de Devolução iPhone 7,Apple,Nacional,0
20977,2017-02-20,Manutenção LCD/ Touch,Tela de Devolução iPhone 7 Plus,Apple,Nacional,0
20990,2017-03-10,Manutenção Flex do Home,Flex home - iPad Air 2 / Mini 4/ iPad Pro 12.9 (1° Ger) Prata,Apple,Estrangeira - Importação direta,300
21042,2017-04-05,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Galaxy Note 5 - Prata,Android,Estrangeira - Importação direta,0
21043,2017-04-05,Manutenção Carcaça/Vidro Traseiro,Carcaça Galaxy Note 5 - Prata,Android,Estrangeira - Importação direta,150
21050,2017-04-11,Manutenção Carcaça/Vidro Traseiro,Carcaça Traseira Galaxy S7 - Dourado,Android,Estrangeira - Importação direta,0
21069,2017-04-20,Manutenção Wi-Fi,Antena Wi-Fi - iPhone 6 Plus,Apple,Estrangeira - Importação direta,180
21080,2017-04-24,Manutenção Câmera,Flex câmera frontal - iPad Mini 1 / 2 / 3,Apple,Estrangeira - Importação direta,200
21081,2017-04-25,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad Air 2 - Branco,Apple,Estrangeira - Importação direta,0
21092,2017-05-02,Manutenção,Placa Lógica - Bateria Extreme 9.000mAh,Android,Estrangeira - Importação direta,0
21105,2017-05-11,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad Mini 4 - Preto,Apple,Estrangeira - Importação direta,0
21110,2017-05-17,Manutenção LCD/ Touch,Vidro Galaxy S3 Duos - Azul,Android,Estrangeira - Importação direta,0
21113,2017-05-18,Manutenção Câmera,Flex câmera frontal - iPad Air 2 / Mini 4 / Pro 12.9 (1° Ger),Apple,Estrangeira - Importação direta,200
21114,2017-05-25,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 7 Plus,Apple,Estrangeira - Importação direta,0
21143,2017-06-13,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 7,Apple,Estrangeira - Importação direta,0
21144,2017-06-13,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 7 Plus,Apple,Estrangeira - Importação direta,0
21145,2017-06-13,Manutenção Câmera,Câmera Traseira - iPhone 7,Apple,Estrangeira - Importação direta,0
21146,2017-06-13,Manutenção Câmera,Câmera Traseira - iPhone 7 Plus,Apple,Estrangeira - Importação direta,0
21147,2017-06-13,Manutenção Conector,Conector de Carga iPhone 7 - Preto,Apple,Estrangeira - Importação direta,0
21148,2017-06-13,Manutenção Conector,Conector de Carga iPhone 7 Plus - Preto,Apple,Estrangeira - Importação direta,0
21149,2017-06-13,Manutenção Alto Falante,Alto-Falante iPhone 7,Apple,Estrangeira - Importação direta,200
21190,2017-06-28,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad Mini 3 - Branco,Apple,Nacional,0
21191,2017-06-28,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad Mini 3 - Preto,Apple,Nacional,0
21225,2017-08-03,Manutenção Carcaça/Vidro Traseiro,Carcaça Galaxy S6 - Branca,Android,Estrangeira - Importação direta,0
21227,2017-08-07,Manutenção Câmera,Câmera Traseira - iPhone SE,Apple,Estrangeira - Importação direta,150
21255,2017-08-18,Manutenção Conector,Conector de Carga iPad Air - Preto,Apple,Estrangeira - Importação direta,0
21261,2017-08-21,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad Mini 4 - Branco,Apple,Estrangeira - Importação direta,0
21267,2017-08-23,Manutenção Vibra / Volume / Power,Flex Power/Volume - iPhone 7,Apple,Estrangeira - Importação direta,200
21279,2017-08-26,Manutenção Câmera,Flex câmera traseira - iPad Air 2 / Mini 4/ iPad Pro 12.9 (1° Ger),Apple,Nacional,300
21286,2017-09-04,Manutenção Bateria,Bateria de iPhone 5SE,Apple,Nacional,100
21288,2017-09-05,Manutenção Conector,Conector de Carga iPhone 7 - Branco,Apple,Estrangeira - Importação direta,0
21289,2017-09-05,Manutenção Speaker,Speaker - iPhone 7,Apple,Estrangeira - Importação direta,200
21290,2017-09-05,Manutenção Vibra / Volume / Power,Flex Power/Volume - iPhone 7 Plus,Apple,Estrangeira - Importação direta,300
21291,2017-09-05,Manutenção Conector,Conector de Carga iPhone 7 Plus - Branco,Apple,Estrangeira - Importação direta,0
21295,2017-09-15,Manutenção Bateria,Bateria de iPhone 7,Apple,Nacional,250
21296,2017-09-15,Manutenção Bateria,Bateria de iPhone 7 Plus,Apple,Nacional,250
21299,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 6S - Dourado,Apple,Estrangeira - Importação direta,200
21300,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 6S Plus - Rosê,Apple,Estrangeira - Importação direta,200
21301,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 7 - Prata,Apple,Estrangeira - Importação direta,0
21302,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 7 - Dourado,Apple,Estrangeira - Importação direta,0
21303,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 7 - Preto,Apple,Estrangeira - Importação direta,0
21304,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 7 - Rosê,Apple,Estrangeira - Importação direta,0
21305,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 7 Plus - Prata,Apple,Estrangeira - Importação direta,200
21306,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 7 Plus - Dourado,Apple,Estrangeira - Importação direta,200
21307,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 7 Plus - Preto,Apple,Estrangeira - Importação direta,200
21308,2017-09-19,Manutenção Flex do Home,Flex Home iPhone 7 Plus - Rosê,Apple,Estrangeira - Importação direta,300
21309,2017-09-19,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S Plus - Prata,Apple,Estrangeira - Importação direta,150
21311,2017-09-19,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S Plus - Dourada,Apple,Estrangeira - Importação direta,150
21312,2017-09-19,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S Plus - Cinza Espacial,Apple,Estrangeira - Importação direta,150
21313,2017-09-19,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 6S Plus - Rosê,Apple,Estrangeira - Importação direta,150
21314,2017-09-19,Manutenção Wi-Fi,Antena Wi-Fi - iPhone 6S,Apple,Estrangeira - Importação direta,200
21315,2017-09-19,Manutenção Wi-Fi,Antena Wi-Fi - iPhone 6S Plus,Apple,Estrangeira - Importação direta,200
21316,2017-09-19,Manutenção Speaker,Speaker - iPhone 7 Plus,Apple,Estrangeira - Importação direta,250
21317,2017-09-19,Manutenção Alto Falante,Alto-Falante iPhone 7 Plus,Apple,Estrangeira - Importação direta,200
21383,2017-10-13,Manutenção Alto Falante,Alto-Falante iPhone 6S Plus,Apple,Estrangeira - Importação direta,200
21414,2017-10-27,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 Plus - Rosê,Apple,Estrangeira - Importação direta,200
21458,2017-11-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 - Prata,Apple,Estrangeira - Importação direta,200
21462,2017-11-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 - Dourada,Apple,Estrangeira - Importação direta,200
21463,2017-11-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 - RED,Apple,Estrangeira - Importação direta,200
21464,2017-11-07,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 Plus - Dourada,Apple,Estrangeira - Importação direta,200
21466,2017-11-13,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 Plus - Red,Apple,Estrangeira - Importação direta,200
21467,2017-11-13,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 Plus - Prata,Apple,Estrangeira - Importação direta,200
21492,2017-11-22,Manutenção Flex do Home,Flex do Home iPad Mini 3 - Preto,Apple,Nacional,300
21510,2017-11-24,Manutenção Bateria,Bateria de iPad 2,Apple,Nacional,200
21511,2017-11-24,Manutenção Bateria,Bateria de iPad 3/4,Apple,Nacional,300
21512,2017-11-24,Manutenção Bateria,Bateria de iPad Mini 3,Apple,Nacional,350
21513,2017-11-24,Manutenção Bateria,Bateria de iPad Air 1 / iPad 5,Apple,Nacional,350
21514,2017-11-24,Manutenção Bateria,Bateria de iPad Mini,Apple,Nacional,380
21547,2017-12-27,Manutenção Vibra / Volume / Power,Flex Power/Volume/Vibra - iPhone SE,Apple,Estrangeira - Importação direta,400
21556,2017-12-28,Manutenção Conector,Conector de Carga Galaxy Gran Duos,Android,Estrangeira - Importação direta,0
21557,2017-12-28,Manutenção Bateria,Bateria de iPad Mini 2,Apple,Nacional,380
21569,2018-01-04,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 8 - Branco,Apple,Estrangeira - Importação direta,0
21570,2018-01-04,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 8/SE 2 - Preto,Apple,Estrangeira - Importação direta,0
21572,2018-01-04,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 8 Plus - Branco,Apple,Estrangeira - Importação direta,0
21573,2018-01-04,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone 8 Plus - Preto,Apple,Estrangeira - Importação direta,0
21574,2018-01-05,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 8 - Branco,Apple,Estrangeira - Importação direta,0
21575,2018-01-05,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 8 - Preta,Apple,Estrangeira - Importação direta,0
21576,2018-01-05,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 8 - Dourado,Apple,Estrangeira - Importação direta,0
21581,2018-01-08,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 8 Plus - Preta,Apple,Estrangeira - Importação direta,0
21582,2018-01-08,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 8 Plus - Dourada,Apple,Estrangeira - Importação direta,0
21583,2018-01-08,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone 8 Plus - Branco,Apple,Estrangeira - Importação direta,300
21601,2018-01-10,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 Plus - Preto Fosco,Apple,Estrangeira - Importação direta,200
21604,2018-01-12,Manutenção Bateria,Bateria de iPad,Apple,Nacional,200
21613,2018-01-18,Manutenção Conector,Conector de Carga iPad Air 2 - Branco,Apple,Estrangeira - Importação direta,0
21614,2018-01-18,Manutenção Conector,Conector de Carga iPad Air 2 - Preto,Apple,Estrangeira - Importação direta,0
21636,2018-01-29,Manutenção Bateria,Bateria iPad Air 2,Apple,Nacional,0
21654,2018-02-02,Manutenção Câmera,Câmera Traseira - iPhone 8 Plus,Apple,Estrangeira - Importação direta,0
21682,2018-03-01,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 - Preta,Apple,Estrangeira - Importação direta,200
21691,2018-03-12,Manutenção Bateria,Bateria de iPad Air 2,Apple,Nacional,380
21694,2018-03-13,Manutenção Sim Tray,Simtray iPhone 7 - Preto Matte,Apple,Estrangeira - Importação direta,100
21696,2018-03-14,Manutenção Bateria,Bateria de iPhone 8,Apple,Nacional,250
21697,2018-03-14,Manutenção Conector,Conector de Carga iPhone 8/SE - Preto,Apple,Estrangeira - Importação direta,0
21698,2018-03-14,Manutenção Bateria,Bateria de iPhone 8 Plus,Apple,Nacional,300
21699,2018-03-14,Manutenção Conector,Conector de Carga iPhone 8 - Branco,Apple,Estrangeira - Importação direta,0
21703,2018-03-26,Manutenção Conector,Conector de Carga iPad Mini 2/3 - Branco,Apple,Estrangeira - Importação direta,0
21704,2018-03-26,Manutenção Conector,Conector de Carga iPad Mini 2/3 - Preto,Apple,Estrangeira - Importação direta,0
21710,2018-04-02,Manutenção Flex do Home,Flex do Home iPad Mini 3 - Branco,Apple,Nacional,300
21717,2018-04-04,Manutenção Flex do Fone,Cabo Flex do Fone iPad Air 2 - Preto,Apple,Estrangeira - Importação direta,0
21718,2018-04-04,Manutenção Flex do Fone,Cabo Flex do Fone iPad Air 2 - Branco,Apple,Estrangeira - Importação direta,0
21719,2018-04-04,Manutenção Vibra / Volume / Power,Flex Volume do iPad Air 2,Apple,Estrangeira - Importação direta,0
21792,2018-04-24,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Galaxy S8  - Preta,Android,Estrangeira - Importação direta,1400
21793,2018-04-24,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Galaxy S8 - Preta,Android,Estrangeira - Importação direta,0
21875,2018-05-11,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone X - Branco,Apple,Estrangeira - Importação direta,0
21876,2018-05-11,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone X - Preto,Apple,Estrangeira - Importação direta,0
21879,2018-05-14,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone SE - Rose,Apple,Estrangeira - Importação direta,200
21881,2018-05-16,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Galaxy S7 - Dourado,Android,Estrangeira - Importação direta,0
21895,2018-05-22,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Galaxy S7 - Prata,Android,Estrangeira - Importação direta,0
21896,2018-05-22,Manutenção Carcaça/Vidro Traseiro,Carcaça Traseira Galaxy S7 - Prata,Android,Estrangeira - Importação direta,0
21897,2018-05-22,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad Pro 12.9 A1584 / A1652- Preto,Apple,Estrangeira - Importação direta,0
21898,2018-05-22,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad Pro 12.9 A1584 / A1652- Branco,Apple,Estrangeira - Importação direta,0
21899,2018-05-22,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad Pro 10.5 A1701 / A1709 - Preto,Apple,Estrangeira - Importação direta,0
21900,2018-05-22,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad Pro 10.5 A1701 / A1709 - Branco,Apple,Estrangeira - Importação direta,0
21904,2018-05-25,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone X - Preto,Apple,Estrangeira - Importação direta,0
21905,2018-05-25,Manutenção Câmera,Câmera Traseira - iPhone X,Apple,Estrangeira - Importação direta,300
21909,2018-05-28,Manutenção Conector,Conector de Carga iPhone 8 Plus - Branco,Apple,Estrangeira - Importação direta,0
21910,2018-05-28,Manutenção Conector,Conector de Carga iPhone 8 Plus - Preto,Apple,Estrangeira - Importação direta,0
21911,2018-05-28,Manutenção Câmera,Câmera Traseira - iPhone 8 Plus,Apple,Estrangeira - Importação direta,0
21912,2018-05-28,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 8 Plus,Apple,Estrangeira - Importação direta,0
21913,2018-05-28,Manutenção Speaker,Speaker - iPhone 8 Plus,Apple,Estrangeira - Importação direta,300
21914,2018-05-28,Manutenção Alto Falante,Alto-Falante iPhone 8 Plus,Apple,Estrangeira - Importação direta,150
21915,2018-05-28,Manutenção Vibra / Volume / Power,Flex Power/Volume - iPhone 8 Plus,Apple,Estrangeira - Importação direta,300
21917,2018-05-28,Manutenção Conector,Conector de Carga iPhone 8 - Branco,Apple,Estrangeira - Importação direta,0
21918,2018-05-28,Manutenção Câmera,Câmera Frontal e Sensor de Proximidade - iPhone 8/SE 2,Apple,Estrangeira - Importação direta,0
21919,2018-05-28,Manutenção Câmera,Câmera Traseira - iPhone 8/SE 2,Apple,Estrangeira - Importação direta,0
21920,2018-05-28,Manutenção Speaker,Speaker - iPhone 8/SE 2,Apple,Estrangeira - Importação direta,300
21921,2018-05-28,Manutenção Alto Falante,Alto-Falante iPhone 8/SE 2,Apple,Estrangeira - Importação direta,200
21922,2018-05-28,Manutenção Vibra / Volume / Power,Flex Power/Volume - iPhone 8,Apple,Estrangeira - Importação direta,0
21923,2018-05-28,Manutenção Vibra / Volume / Power,Flex Power/Volume - iPhone 8/SE 2,Apple,Estrangeira - Importação direta,300
21924,2018-05-28,Manutenção Conector,Conector de Carga iPhone X - Preto,Apple,Estrangeira - Importação direta,0
21925,2018-05-29,Manutenção Câmera,Lente de Vidro da Câmera iPhone X - Preta,Apple,Estrangeira - Importação direta,0
21926,2018-05-29,Manutenção Câmera,Lente de Vidro da Câmera iPhone X - Prata,Apple,Estrangeira - Importação direta,0
21927,2018-06-01,Manutenção Carcaça/Vidro Traseiro,Carcaça iPhone 7 - Rose,Apple,Estrangeira - Importação direta,200
21977,2018-06-22,Manutenção Carcaça/Vidro Traseiro,Carcaça para iPad Air - Cinza Espacial,Apple,Estrangeira - Importação direta,200
21996,2018-07-03,Manutenção,Adesivo Vedação iPhone x,Apple,Estrangeira - Importação direta,0
21997,2018-07-03,Manutenção,Adesivo Vedação iPhone 7 Plus - Branco,Apple,Estrangeira - Importação direta,0
21998,2018-07-03,Manutenção,Adesivo Vedação iPhone 7 Plus - Preto,Apple,Estrangeira - Importação direta,0
22000,2018-07-05,Manutenção Câmera,Lente de Vidro da Câmera iPhone 8 Plus - Prata,Apple,Estrangeira - Importação direta,0
22001,2018-07-05,Manutenção Câmera,Lente de Vidro da Câmera iPhone 8 Plus - Preta,Apple,Estrangeira - Importação direta,0
22002,2018-07-05,Manutenção Câmera,Lente de Vidro da Câmera iPhone 8 Plus - Rose,Apple,Estrangeira - Importação direta,200
22054,2018-07-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad 5 (A1822/A1823) - Branco,Apple,Estrangeira - Importação direta,0
22055,2018-07-17,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad 5 (A1822/A1823) - Preto,Apple,Estrangeira - Importação direta,0
22060,2018-07-24,Manutenção Conector,Conector de Carga Galaxy J5,Android,Estrangeira - Importação direta,0
22062,2018-07-26,Manutenção Bateria,Bateria de iPhone 3GS,Apple,Estrangeira - Importação direta,100
22099,2018-08-03,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad New 9.7 (2018) - Branco,Apple,Estrangeira - Importação direta,1000
22100,2018-08-03,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD iPad New 9.7 (2018) - Preto,Apple,Estrangeira - Importação direta,1000
22101,2018-08-03,Manutenção Flex do Home,Flex home - iPad Pro 9.7 Preto,Apple,Estrangeira - Importação direta,300
22102,2018-08-03,Manutenção Flex do Home,Flex home - iPad Pro 9.7 Prata,Apple,Estrangeira - Importação direta,300
22103,2018-08-03,Manutenção Flex do Home,Flex home - iPad Pro 9.7 Dourado,Apple,Estrangeira - Importação direta,300
22104,2018-08-03,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad Air - Cinza Espacial,Apple,Estrangeira - Importação direta,0
22105,2018-08-03,Manutenção Carcaça/Vidro Traseiro,Carcaça iPad Air - Prata,Apple,Estrangeira - Importação direta,350
22114,2018-08-08,Manutenção Sim Tray,Simtray iPhone 7 Plus - Rosê,Apple,Estrangeira - Importação direta,50
22143,2018-08-27,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Galaxy S8 - Prata,Android,Estrangeira - Importação direta,0
22144,2018-08-27,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Galaxy S8 - Dourado,Android,Estrangeira - Importação direta,0
22145,2018-08-27,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Galaxy S8 Plus - Preto,Android,Estrangeira - Importação direta,0
22146,2018-08-27,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Galaxy S8 Plus - Prata,Android,Estrangeira - Importação direta,0
22147,2018-08-27,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Galaxy S8 Plus - Dourado,Android,Estrangeira - Importação direta,0
22148,2018-08-27,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira Galaxy S8 Plus - Ametista,Android,Estrangeira - Importação direta,0
22191,2018-09-11,Manutenção Wi-Fi,Antena Wi-Fi iPhone 7 Plus,Apple,Estrangeira - Importação direta,250
22278,2018-10-05,Manutenção Flex do Home,Flex do Home iPad 5,Apple,Nacional,0
22306,2018-10-23,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone 8 - Branca,Apple,Estrangeira - Importação direta,200
22307,2018-10-23,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone 8 - Dourada,Apple,Estrangeira - Importação direta,200
22308,2018-10-23,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone 8 - Preta,Apple,Estrangeira - Importação direta,200
22314,2018-10-29,Manutenção Conector,Conector TouchScreen da Placa iPad Mini 1 / 2 / 3,Apple,Estrangeira - Importação direta,200
22347,2018-11-17,Manutenção Alto Falante,Alto-Falante iphone X,Apple,Estrangeira - Importação direta,0
22403,2018-12-12,Manutenção Wi-Fi,Antena wi-fi iPad Mini,Apple,Estrangeira - Importação direta,250
22411,2018-12-24,Manutenção Vibra / Volume / Power,Comp Motor Vibra iPhone 7 Plus,Apple,Nacional,0
22417,2019-01-02,Manutenção Vibra / Volume / Power,Flex Power/Volume do iPad Mini 2 / Mini 3,Apple,Estrangeira - Importação direta,500
22476,2019-01-18,Manutenção Conector,Conector de Carga iPad Mini 4 - Preto,Apple,Estrangeira - Importação direta,0
22477,2019-01-18,Manutenção Conector,Conector de Carga iPad Mini 4 - Branco,Apple,Estrangeira - Importação direta,0
22482,2019-01-28,Manutenção Câmera,Lente de Vidro da Câmera iPhone 8 - Preta,Apple,Estrangeira - Importação direta,0
22487,2019-01-31,Manutenção Vibra / Volume / Power,Flex Volume - iPhone X,Apple,Estrangeira - Importação direta,0
22492,2019-02-04,Manutenção Vibra / Volume / Power,Flex Power - iPhone X,Apple,Estrangeira - Importação direta,0
22504,2019-02-06,Manutenção Conector,Conector de Carga iPhone X - Cinza,Apple,Estrangeira - Importação direta,0
22507,2019-02-06,Manutenção Antena de Sinal,Antena de Sinal - iPad 4,Apple,Estrangeira - Importação direta,200
22515,2019-02-12,Manutenção Wi-Fi,Antena Wi-Fi iPhone 7,Apple,Estrangeira - Importação direta,200
22547,2019-02-20,Manutenção Microfone,Microfone da Câmera - iPad Mini 2,Apple,Estrangeira - Importação direta,300
22578,2019-03-13,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 8 Plus,Apple,Estrangeira - Importação direta,0
22579,2019-03-15,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad 6 (A1893 / A1954) - Preto,Apple,Estrangeira - Importação direta,0
22580,2019-03-15,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone XS - Preto,Apple,Estrangeira - Importação direta,0
22587,2019-03-27,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone XS Max - Preto,Apple,Estrangeira - Importação direta,0
22588,2019-03-27,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD para iPhone XR - Preto,Apple,Estrangeira - Importação direta,0
22589,2019-03-29,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone 8 Plus - Preta,Apple,Estrangeira - Importação direta,300
22590,2019-03-29,Manutenção Flex do Home,Flex Home iPad Mini 4,Apple,Estrangeira - Importação direta,250
22595,2019-04-02,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone 6S Plus,Apple,Estrangeira - Importação direta,200
22597,2019-04-05,Manutenção Bateria,Bateria de iPad Mini 4,Apple,Nacional,450
22598,2019-04-10,Manutenção Vibra / Volume / Power,Flex Power/Volume iPad Mini 3,Apple,Nacional,300
22612,2019-04-17,Manutenção Câmera,Lente de Vidro da Câmera iPhone 7,Apple,Estrangeira - Importação direta,0
22636,2019-04-29,Manutenção Alto Falante,Flex sensor/ alto falante - iPhone X,Apple,Nacional,0
22642,2019-05-06,Manutenção Vibra / Volume / Power,Motor do Vibra - iPhone X,Apple,Estrangeira - Importação direta,0
22653,2019-05-09,Manutenção Câmera,Lente de Vidro da Câmera iPhone 7 Plus - Preta,Apple,Nacional,0
22658,2019-05-15,Manutenção LCD/ Touch,"Vidro c/ Touchscreen e LCD iPad Pro 9,7 (A1673/A1674/A1675) - Branco",Apple,Estrangeira - Importação direta,0
22661,2019-05-16,Manutenção LCD/ Touch,Vidro c/ Touchscreen iPad 6 (A1893 / A1954) - Branca,Apple,Estrangeira - Importação direta,0
22666,2019-05-17,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XR - Preto,Apple,Estrangeira - Importação direta,0
22667,2019-05-17,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XR - Branca,Apple,Estrangeira - Importação direta,0
22668,2019-05-17,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone XR - Red,Apple,Estrangeira - Importação direta,0
22734,2019-05-28,Manutenção Sim Tray,Simtray iPhone 7 Plus - Red,Apple,Estrangeira - Importação direta,50
22756,2019-05-29,Manutenção Bateria,Bateria de iPhone X,Apple,Nacional,400
22828,2019-06-05,Manutenção LCD/ Touch,Vidro c/ Touchscreen e LCD Galaxy A9 - Branca,Android,Estrangeira - Importação direta,0
22847,2019-07-09,Manutenção Carcaça/Vidro Traseiro,Tampa Traseira iPhone X - Dourado,Apple,Estrangeira - Importação direta,0
22850,2019-07-13,Manutenção Alto Falante,Alto falante - iPhone X,Apple,Nacional,0
22854,2019-07-15,Manutenção Carcaça/Vidro Traseiro,Carcaça Completa iPhone 8 Plus - Dourado,Apple,Nacional,300
